"left","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","sales","salary"
"0",0.7216,0.5073,6,293,6,0,0,"sales","medium"
"0",0.4934,0.5346,11,278,4,0,0,"support","medium"
"0",0.6129,0.4345,11,259,3,0,0,"sales","medium"
"0",0.8075,0.4417,11,322,7,0,0,"sales","low"
"0",0.5035,0.619,4,250,4,0,0,"sales","medium"
"1",0.2954,0.8602,9,282,7,0,0,"IT","low"
"1",0.3054,0.4761,4,146,4,0,0,"sales","low"
"0",0.6554,0.0932,12,188,10,0,0,"support","low"
"0",0.4821,0.4311,12,287,4,1,0,"sales","low"
"0",0.6486,0.8188,13,208,5,0,0,"support","low"
"0",0.6032,0.522,8,278,8,0,0,"sales","low"
"0",0.7004,0.5206,7,165,2,0,0,"support","high"
"0",0.64,0.585,5,245,3,0,0,"support","medium"
"0",0.6358,0.418,11,208,7,1,0,"sales","low"
"1",0.6733,0.9822,12,300,7,0,0,"technical","medium"
"0",0.3412,0.6731,6,265,6,0,0,"technical","low"
"1",0.4601,0.2098,4,152,4,0,0,"sales","low"
"0",0.8912,0.6704,12,217,4,1,0,"sales","low"
"0",0.6835,0.532,5,286,6,1,0,"accounting","medium"
"1",0.4626,0.3941,9,203,7,0,0,"marketing","low"
"1",0.1893,0.6816,10,288,4,0,0,"accounting","medium"
"0",0.5239,0.2819,5,152,3,1,0,"hr","medium"
"1",0.2876,0.313,4,167,3,0,0,"technical","medium"
"0",0.4207,0.321,6,154,4,0,0,"sales","low"
"0",0.2363,0.4062,11,241,5,0,0,"sales","low"
"0",0.8286,0.8218,5,275,3,0,0,"IT","medium"
"0",0.8718,0.4412,12,286,3,0,0,"IT","medium"
"0",0.6684,0.1237,12,280,9,0,0,"sales","medium"
"0",0.787,0.6877,6,150,4,0,0,"support","low"
"0",0.8562,0.3889,5,269,5,0,0,"support","medium"
"0",0.5852,0.3605,8,264,5,0,0,"sales","medium"
"0",0.3826,0.6148,9,234,13,0,0,"sales","medium"
"0",0.4152,0.2198,12,240,4,0,0,"technical","low"
"0",0.8438,0.5206,12,205,6,0,0,"RandD","low"
"1",0.4416,0.2395,8,134,7,0,0,"accounting","low"
"1",0.3583,0.2253,8,147,7,0,0,"marketing","low"
"0",0.4583,0.4898,7,284,3,0,0,"sales","low"
"1",0.6721,0.9144,9,257,8,0,0,"sales","medium"
"0",0.4808,0.3264,10,188,5,0,0,"sales","low"
"0",0.5903,0.7376,3,218,4,0,0,"IT","low"
"0",0.8563,0.3729,11,270,6,0,0,"technical","medium"
"0",0.5962,0.5718,8,205,4,0,0,"accounting","medium"
"1",0.4384,0.1957,6,134,4,0,1,"IT","medium"
"0",0.9522,0.6197,12,304,3,0,0,"support","high"
"1",0.3875,0.4439,10,191,6,0,0,"support","low"
"0",0.5838,0.3099,7,267,2,0,0,"technical","low"
"1",0.7595,0.937,10,290,8,0,0,"support","low"
"0",0.4058,0.1703,6,172,3,1,0,"sales","medium"
"0",0.561,0.4736,4,207,5,0,0,"management","low"
"1",0.0634,0.6439,9,353,6,0,0,"technical","low"
"0",0.6554,0.6257,4,171,6,0,0,"technical","low"
"0",0.4743,0.5417,7,185,5,0,0,"accounting","medium"
"0",0.6202,0.4346,7,178,5,0,0,"sales","medium"
"0",0.3803,0.4646,4,264,10,0,0,"IT","medium"
"0",0.8133,0.8926,8,246,7,0,0,"hr","low"
"0",0.4466,0.8577,8,147,4,0,0,"technical","low"
"1",0.4764,0.5679,5,162,8,0,0,"support","low"
"1",0.2478,0.2514,7,227,5,0,0,"sales","low"
"0",0.3978,0.5183,7,262,7,0,0,"technical","low"
"0",0.9128,0.4797,5,234,6,0,0,"sales","medium"
"0",0.6798,0.6323,7,216,11,0,0,"sales","low"
"0",0.3554,0.5368,14,346,5,0,0,"accounting","high"
"0",0.9236,0.7601,4,254,4,1,0,"IT","medium"
"1",0.2724,0.1468,4,177,7,0,0,"sales","low"
"0",0.9714,0.6405,5,272,6,1,0,"product_mng","low"
"1",0.5786,0.7536,9,320,6,0,0,"technical","low"
"0",0.8732,0.7695,5,310,4,0,0,"support","low"
"0",0.5746,0.4988,8,346,6,0,0,"RandD","medium"
"0",0.3951,0.5463,7,323,5,0,0,"product_mng","high"
"0",0.3732,0.7158,11,260,9,0,0,"support","low"
"0",0.2847,0.6877,8,194,5,1,0,"sales","low"
"1",0.2781,0.7779,11,330,7,0,0,"sales","medium"
"0",0.4876,0.5465,10,153,10,0,0,"sales","low"
"0",0.5891,0.7969,9,288,4,0,0,"technical","medium"
"1",0.6712,0.6433,8,182,7,0,0,"hr","medium"
"0",0.3737,0.2172,5,177,4,0,0,"technical","medium"
"0",0.5792,0.6243,8,237,6,0,0,"technical","high"
"1",0.4338,0.1853,6,162,7,0,0,"support","low"
"0",0.1022,0.3656,10,296,9,0,0,"IT","high"
"0",0.6917,0.4741,9,288,6,0,0,"technical","low"
"0",0.5989,0.5659,8,271,8,0,0,"sales","low"
"1",0.5017,0.6597,13,238,2,0,0,"sales","low"
"0",0.6723,0.3626,9,269,5,0,0,"sales","high"
"1",0.5285,0.4646,2,233,6,0,0,"support","low"
"0",0.495,0.4082,11,170,2,0,0,"accounting","low"
"0",0.884,0.1912,6,284,4,0,0,"support","low"
"0",0.8041,0.504,7,262,6,0,0,"product_mng","low"
"0",0.4629,0.3304,6,351,4,0,0,"IT","low"
"0",0.2556,0.4937,12,301,5,0,0,"accounting","medium"
"0",0.6545,0.6119,11,187,7,0,0,"technical","medium"
"0",0.6141,0.571,8,223,5,0,0,"support","low"
"0",0.7222,0.7927,9,264,8,0,0,"technical","medium"
"0",0.688,0.6528,8,359,7,0,0,"technical","low"
"0",0.7004,0.6472,10,253,7,0,0,"support","high"
"0",0.9088,0.2839,9,230,4,0,0,"technical","low"
"1",0.2978,0.7691,4,218,7,0,0,"technical","low"
"1",0.0602,0.4802,8,285,4,0,0,"support","low"
"1",0.2039,0.2399,2,210,3,0,0,"hr","medium"
"0",0.6135,0.4309,9,192,6,0,0,"support","medium"
"0",0.6297,0.064,8,337,4,0,0,"technical","medium"
"0",0.319,0.8367,7,220,5,1,0,"support","high"
"0",0.4685,0.8001,11,273,5,0,0,"marketing","medium"
"0",0.2467,0.6016,7,132,3,0,0,"sales","medium"
"0",0.7314,0.5933,9,214,7,0,0,"marketing","medium"
"1",0.5502,0.3638,7,277,7,0,0,"technical","low"
"0",0.5003,0.5127,9,166,6,1,0,"IT","low"
"0",0.6977,0.7452,7,204,8,0,0,"technical","medium"
"1",0.7255,0.6908,12,272,7,0,0,"support","low"
"0",0.2296,0.2827,2,209,3,0,0,"technical","medium"
"0",0.6401,0.3884,6,192,4,1,0,"marketing","medium"
"1",0.4795,0.23,7,215,6,0,0,"support","low"
"1",0.1685,0.6669,11,288,8,0,0,"product_mng","low"
"0",0.5107,0.5214,10,259,6,0,0,"support","low"
"0",0.8259,0.7839,11,246,3,0,0,"marketing","low"
"0",0.7518,0.5021,9,190,3,0,0,"sales","medium"
"0",0.7685,0.6995,9,205,2,0,0,"hr","medium"
"0",0.7681,0.3599,6,261,5,0,0,"IT","medium"
"0",0.5888,0.6485,7,232,9,0,0,"sales","medium"
"0",0.6181,0.4465,5,159,5,0,0,"sales","low"
"1",0.0348,0.5764,11,268,4,0,0,"sales","medium"
"0",0.6817,0.5747,10,285,4,1,0,"technical","low"
"0",0.6794,0.5998,10,334,5,0,0,"sales","high"
"0",0.4164,0.4265,8,248,9,1,0,"support","low"
"1",0.0178,0.9195,12,306,7,0,0,"hr","low"
"1",0.3023,0.3725,6,248,6,0,0,"product_mng","low"
"1",0.6085,0.7724,13,273,5,0,0,"management","medium"
"0",0.6446,0.3148,6,289,4,0,0,"RandD","medium"
"0",0.7106,0.471,5,265,5,0,0,"accounting","medium"
"0",0.6887,0.701,9,246,4,0,0,"technical","low"
"1",0.7754,0.8229,7,248,6,0,0,"sales","low"
"0",0.4943,0.628,10,157,4,0,0,"support","low"
"1",0.506,0.7073,8,295,7,0,0,"IT","low"
"0",0.6227,0.7798,7,218,5,0,0,"sales","medium"
"0",0.6122,0.4574,6,218,5,0,0,"sales","low"
"0",0.6764,0.451,10,243,6,0,0,"product_mng","low"
"1",0.5687,0.869,5,346,9,0,0,"sales","low"
"0",0.6114,0.4681,5,303,6,0,0,"IT","medium"
"0",0.5316,0.3952,7,266,4,0,0,"accounting","medium"
"0",0.6999,0.4462,6,253,7,0,0,"support","medium"
"1",0.561,0.7363,9,306,8,0,0,"marketing","medium"
"0",0.6212,0.5095,8,304,3,0,0,"sales","medium"
"0",0.8524,0.3661,11,272,8,0,0,"management","high"
"0",0.8464,0.3889,7,240,3,0,0,"RandD","medium"
"0",0.5189,0.6045,8,275,5,0,0,"sales","low"
"1",0.4793,0.1554,6,144,3,0,0,"management","low"
"0",0.6355,0.6636,7,232,3,0,0,"management","low"
"0",0.5514,0.7337,7,294,2,0,0,"marketing","medium"
"0",0.2565,0.4723,10,311,8,0,0,"technical","medium"
"0",0.7031,0.3609,6,286,8,1,0,"management","high"
"1",0.5053,0.2395,7,164,5,0,0,"support","low"
"0",0.8753,0.6039,9,301,5,0,0,"technical","medium"
"0",0.4505,0.8908,4,231,8,1,0,"sales","medium"
"0",0.5243,0.4541,7,293,3,0,0,"accounting","low"
"1",0.3727,0.3664,7,212,3,0,0,"accounting","medium"
"0",0.5584,0.3749,7,283,4,1,1,"sales","medium"
"0",0.3984,0.601,10,277,2,0,0,"sales","medium"
"1",0.5434,0.6217,9,264,6,0,0,"sales","medium"
"0",0.6879,0.5177,7,201,4,0,0,"product_mng","high"
"1",0.3948,0.2951,6,160,5,0,0,"hr","low"
"0",0.7364,0.6648,6,279,2,0,0,"hr","high"
"0",0.6313,0.2781,6,250,6,0,0,"sales","low"
"1",0.8377,0.8542,6,290,10,0,0,"sales","low"
"0",0.7382,0.6041,7,209,4,0,0,"product_mng","medium"
"0",0.6267,0.5871,10,314,3,1,0,"sales","medium"
"0",0.8004,0.4951,7,333,5,0,0,"hr","low"
"0",0.3946,0.2551,8,290,5,0,0,"sales","medium"
"0",0.3224,0.3553,8,318,5,0,0,"hr","medium"
"0",0.5352,0.609,7,247,7,1,0,"IT","low"
"0",0.662,0.2768,4,283,6,0,0,"support","low"
"0",0.6508,0.3633,12,245,3,0,0,"sales","low"
"0",0.4068,0.7452,7,302,11,0,0,"management","high"
"0",0.6631,0.5054,5,310,7,0,0,"hr","medium"
"1",0.4764,0.3628,4,166,3,0,0,"hr","low"
"0",0.6139,0.5306,7,281,10,0,0,"accounting","high"
"0",0.4945,0.5418,7,277,9,1,0,"sales","medium"
"0",0.5445,0.8589,5,108,3,0,0,"IT","low"
"0",0.6569,0.2581,8,158,5,0,0,"accounting","high"
"0",0.6213,0.3375,11,322,4,0,0,"management","medium"
"0",0.4689,0.8051,9,183,5,0,0,"support","high"
"1",0.0556,0.6519,6,220,5,0,0,"support","medium"
"0",0.1246,0.3631,7,281,5,0,0,"sales","medium"
"1",0.7347,0.6089,9,283,7,0,0,"technical","low"
"0",0.3815,0.5697,8,197,10,0,1,"marketing","high"
"0",0.4948,0.7534,6,305,6,0,0,"sales","medium"
"0",0.3829,0.5077,12,268,2,0,1,"RandD","medium"
"0",0.2574,0.145,9,279,6,0,0,"RandD","medium"
"0",0.7212,0.224,11,261,4,0,0,"accounting","medium"
"1",0.6041,0.7949,10,286,5,0,0,"technical","low"
"0",0.4382,0.7753,7,296,6,0,0,"sales","low"
"0",0.6698,0.3251,5,213,6,0,0,"RandD","low"
"0",0.5655,0.371,12,156,4,0,0,"sales","low"
"1",0.3844,0.4251,9,201,7,1,0,"technical","low"
"1",0.7276,0.6597,8,325,9,0,0,"technical","medium"
"1",0.4948,0.3203,4,144,3,0,0,"accounting","low"
"0",0.7635,0.7432,6,273,7,0,0,"technical","low"
"0",0.8714,0.6425,5,203,6,0,0,"support","low"
"0",0.5718,0.3418,8,207,5,0,0,"IT","low"
"0",0.7835,0.8322,6,118,7,0,0,"sales","medium"
"0",0.3973,0.2814,9,195,2,1,0,"technical","high"
"1",0.5716,0.3234,7,159,7,0,0,"sales","low"
"0",0.1856,0.6968,8,205,2,0,0,"sales","medium"
"1",0.5082,0.3247,2,218,7,0,0,"sales","low"
"0",0.741,0.342,7,174,5,0,0,"technical","medium"
"0",0.6219,0.4819,4,328,5,0,0,"hr","high"
"0",0.682,0.7137,6,253,7,0,0,"product_mng","high"
"0",0.5621,0.3886,5,289,3,0,0,"technical","medium"
"1",0.1398,0.4963,8,321,5,0,0,"product_mng","low"
"0",0.5913,0.3769,13,284,8,0,0,"IT","medium"
"0",0.7996,0.219,6,145,4,1,0,"technical","low"
"1",0.2838,0.239,5,183,5,0,0,"technical","low"
"0",0.5086,0.4908,6,278,6,0,0,"RandD","low"
"0",0.4685,0.4096,7,355,5,0,0,"sales","medium"
"1",0.5857,0.6643,12,279,9,0,0,"sales","low"
"0",0.789,0.3856,6,234,6,0,0,"sales","medium"
"0",0.4748,0.6015,10,259,7,1,0,"sales","high"
"0",0.3304,0.8272,7,279,4,0,0,"support","medium"
"0",0.4899,0.3084,4,266,8,0,0,"accounting","low"
"1",0.6911,0.767,10,272,6,0,0,"hr","low"
"0",0.4853,0.8502,6,211,2,0,0,"support","medium"
"0",0.6346,0.2792,5,298,6,0,0,"product_mng","medium"
"0",0.6452,0.4566,9,289,3,1,0,"IT","medium"
"0",0.4938,0.6282,8,291,5,0,0,"sales","medium"
"0",0.8239,0.465,8,313,3,0,0,"product_mng","low"
"0",0.7377,0.355,2,360,4,0,0,"management","high"
"0",0.7826,0.5089,8,289,9,1,0,"technical","medium"
"0",0.3763,0.6469,9,301,8,0,1,"accounting","high"
"0",0.4903,0.2941,6,315,2,0,0,"sales","low"
"1",0.0871,0.9205,10,312,8,1,0,"support","low"
"1",0.1652,0.4937,6,335,5,0,0,"technical","medium"
"0",0.8251,0.3855,10,264,3,0,0,"sales","low"
"0",0.5735,0.4251,12,290,5,1,0,"sales","medium"
"0",0.6111,0.5046,8,225,5,1,0,"marketing","low"
"1",0.7472,0.6999,10,336,5,0,0,"sales","low"
"1",0.448,0.3961,8,202,6,0,0,"support","high"
"0",0.644,0.6137,8,325,7,0,0,"support","medium"
"0",0.2888,0.4614,8,244,6,1,0,"sales","medium"
"1",0.556,0.1888,6,166,5,1,0,"hr","low"
"1",0.0705,0.5082,10,307,8,0,0,"hr","low"
"0",0.6157,0.684,5,277,4,0,0,"hr","low"
"0",0.6096,0.5002,10,301,7,0,0,"product_mng","low"
"0",0.7618,0.6151,9,276,4,1,0,"technical","medium"
"0",0.3448,0.7612,11,162,9,0,0,"sales","medium"
"0",0.522,0.189,11,275,3,0,0,"sales","medium"
"0",0.5803,0.5114,7,291,3,0,0,"hr","high"
"0",0.5484,0.7493,7,247,4,0,0,"marketing","low"
"0",0.499,0.5672,7,258,6,0,0,"support","medium"
"0",0.4641,0.6287,5,203,7,0,0,"accounting","high"
"0",0.2924,0.8942,9,307,2,0,0,"IT","medium"
"0",0.6908,0.4211,8,269,11,1,0,"sales","medium"
"0",0.5337,0.7132,6,316,6,0,0,"hr","medium"
"0",0.4477,0.5788,10,224,4,0,0,"hr","low"
"1",0.3228,0.3267,4,213,3,0,0,"sales","low"
"1",0.7939,0.9369,6,160,8,0,0,"hr","low"
"1",0.3042,0.8859,10,353,6,0,0,"marketing","medium"
"0",0.8138,0.5622,11,284,3,0,0,"sales","medium"
"0",0.054,0.5154,6,348,3,0,0,"sales","medium"
"0",0.492,0.8027,8,291,6,1,0,"technical","low"
"0",0.6367,0.7332,13,190,4,0,0,"technical","low"
"1",0.2673,0.332,3,228,6,0,0,"support","low"
"1",0.5294,0.3483,5,240,6,0,0,"marketing","medium"
"0",0.8111,0.4352,6,171,5,0,0,"IT","medium"
"0",0.4866,0.2543,6,278,3,0,0,"IT","low"
"0",0.4509,0.7253,8,192,5,0,0,"sales","low"
"1",0.6951,0.7335,8,367,9,0,0,"sales","low"
"0",0.5828,0.336,8,167,3,0,0,"IT","medium"
"1",0.3633,0.6874,9,218,6,0,0,"sales","medium"
"0",0.4552,0.407,8,131,10,0,0,"sales","medium"
"0",0.9007,0.5838,8,326,3,0,0,"technical","high"
"0",0.972,0.3705,4,186,6,0,0,"sales","low"
"0",0.383,0.7697,10,241,4,0,0,"sales","low"
"0",0.5238,0.8068,3,287,3,1,0,"technical","medium"
"0",0.3828,0.4672,7,200,4,0,0,"hr","medium"
"0",0.151,0.7162,12,263,5,0,0,"sales","medium"
"0",0.5744,0.486,8,175,4,0,0,"product_mng","medium"
"0",0.7431,0.8759,6,339,4,0,0,"IT","high"
"0",0.3161,0.4321,4,342,3,1,0,"marketing","medium"
"0",0.8494,0.7088,7,324,4,1,0,"technical","low"
"0",0.4761,0.4076,12,231,6,0,0,"product_mng","high"
"0",0.5889,0.3576,8,204,6,0,0,"RandD","low"
"1",0.368,0.8331,10,280,4,0,0,"technical","low"
"0",0.686,0.6219,7,207,7,0,0,"IT","low"
"0",0.5909,0.6999,11,191,11,1,0,"management","high"
"0",0.5303,0.38,7,274,6,0,0,"technical","low"
"0",0.7095,0.5484,7,203,8,1,0,"technical","medium"
"0",0.6254,0.4528,5,112,7,0,0,"marketing","medium"
"1",0.4705,0.2769,3,185,3,0,0,"sales","low"
"0",0.3879,0.4148,10,329,9,0,0,"sales","low"
"0",0.7897,0.5549,5,211,6,0,0,"hr","medium"
"1",0.5082,0.231,7,179,3,0,0,"hr","medium"
"1",0.5508,0.2446,7,227,5,0,0,"sales","medium"
"0",0.8399,0.3678,5,252,7,0,0,"sales","low"
"0",0.5475,0.4925,6,328,5,0,0,"sales","medium"
"0",0.8274,0.9073,9,136,3,0,0,"sales","low"
"0",0.724,0.1561,8,224,5,1,0,"product_mng","medium"
"0",0.573,0.5828,11,263,6,0,0,"sales","low"
"1",0.1387,0.9108,11,301,4,0,0,"sales","low"
"0",0.4021,0.6525,6,237,3,1,0,"product_mng","high"
"0",0.5355,0.6376,7,241,11,0,0,"management","high"
"1",0.2266,0.8095,12,361,5,0,0,"sales","low"
"0",0.5133,0.6838,10,236,3,0,0,"IT","low"
"0",0.421,0.0955,11,131,8,0,0,"sales","low"
"0",0.2668,0.3714,12,306,8,0,0,"IT","low"
"0",0.2995,0.7961,9,296,7,0,0,"sales","low"
"1",0.2119,0.6661,8,351,6,0,0,"sales","low"
"0",0.6534,0.3487,11,232,4,0,0,"product_mng","medium"
"0",0.5809,0.6106,3,186,5,0,0,"IT","medium"
"0",0.5063,0.45,7,174,5,0,0,"support","medium"
"0",0.1954,0.3875,9,263,3,0,0,"support","medium"
"0",0.7801,0.7229,13,225,4,0,0,"product_mng","low"
"0",0.5656,0.4441,8,213,5,0,0,"IT","low"
"0",0.3731,0.5195,10,246,2,0,0,"sales","medium"
"0",0.3596,0.3414,5,166,9,0,0,"accounting","low"
"0",0.8439,0.6455,7,204,7,0,0,"technical","low"
"0",0.4821,0.8995,12,262,7,0,0,"technical","medium"
"0",0.7316,0.597,6,231,3,0,0,"technical","low"
"0",0.7908,0.1916,7,284,8,0,0,"management","medium"
"0",0.7388,0.1859,6,128,7,0,0,"IT","low"
"0",0.7193,0.7014,5,304,5,0,0,"support","high"
"0",0.6428,0.2933,6,192,5,0,0,"technical","medium"
"0",0.1879,0.4701,10,279,5,0,0,"sales","medium"
"0",0.5819,0.7447,11,158,5,0,0,"hr","medium"
"0",0.4004,0.4528,9,228,5,0,0,"sales","low"
"1",0.3749,0.4754,7,139,5,0,0,"technical","low"
"0",0.4903,0.4041,8,274,6,0,0,"sales","low"
"0",0.7368,0.3692,5,194,6,1,0,"support","high"
"1",0.5567,0.2709,8,190,5,0,0,"IT","medium"
"1",0.6976,0.5612,12,252,5,0,0,"product_mng","medium"
"0",0.3036,0.6671,10,264,3,0,0,"accounting","medium"
"0",0.7093,0.6255,10,310,2,0,0,"RandD","medium"
"0",0.6561,0.4023,6,282,4,1,0,"support","low"
"0",0.8724,0.5554,5,289,6,0,0,"sales","low"
"0",0.6245,0.4927,6,254,3,0,0,"technical","low"
"0",0.6991,0.8228,8,257,6,0,0,"sales","low"
"1",0.6268,0.9489,8,316,9,1,0,"technical","low"
"0",0.78,0.3845,8,163,7,0,0,"support","medium"
"0",0.6277,0.1686,11,316,3,0,0,"sales","low"
"0",0.6157,0.4451,4,226,14,0,0,"IT","medium"
"0",0.686,0.3266,6,317,4,0,0,"IT","low"
"0",0.7547,0.8719,11,323,6,0,0,"marketing","low"
"0",0.744,0.1627,8,268,5,0,0,"sales","low"
"0",0.7034,0.6626,7,278,10,0,0,"support","medium"
"0",0.487,0.5197,8,154,6,0,0,"technical","medium"
"1",0.6037,0.537,7,302,9,0,0,"marketing","medium"
"0",0.4252,0.5902,5,206,4,0,0,"RandD","low"
"0",0.6373,0.7372,8,268,6,0,0,"RandD","low"
"0",0.4937,0.261,6,224,8,0,0,"technical","medium"
"0",0.7888,0.3248,8,270,4,0,0,"technical","medium"
"0",0.5411,0.4837,8,211,7,0,1,"management","high"
"0",0.5443,0.1847,8,231,7,0,0,"sales","medium"
"0",0.6083,0.569,10,241,6,0,0,"sales","medium"
"1",0.399,0.182,6,130,6,0,0,"accounting","low"
"0",0.658,0.5132,11,313,6,1,0,"IT","low"
"0",0.7654,0.2261,9,228,5,0,0,"sales","low"
"0",0.7,0.5874,8,218,4,0,0,"support","low"
"1",0.6418,0.7864,11,240,6,0,0,"marketing","medium"
"1",0.2479,0.4817,6,162,3,0,0,"management","medium"
"0",0.3317,0.6261,7,248,3,0,0,"IT","low"
"0",0.7683,0.7106,10,248,4,0,0,"technical","medium"
"0",0.4769,0.5334,9,243,4,0,0,"sales","low"
"0",0.5777,0.8255,10,193,7,0,0,"technical","medium"
"0",0.5995,0.3546,7,173,4,1,0,"support","low"
"0",0.6032,0.1436,8,204,5,1,1,"sales","medium"
"0",0.7859,0.76,9,226,7,0,0,"sales","low"
"0",0.4107,0.3346,10,219,3,0,0,"support","high"
"0",0.6694,0.5562,6,294,3,0,0,"management","medium"
"1",0.6544,0.7275,8,262,8,0,0,"IT","low"
"0",0.4429,0.6584,4,335,3,0,0,"management","high"
"1",0.1152,0.5284,9,301,4,0,0,"hr","medium"
"0",0.8055,0.4983,5,325,6,1,0,"sales","medium"
"0",0.3795,0.3626,10,229,8,0,0,"technical","low"
"0",0.4514,0.2678,8,240,5,0,0,"technical","low"
"0",0.5799,0.8913,9,202,8,0,0,"sales","low"
"0",0.5281,0.5961,10,299,5,0,0,"support","medium"
"0",0.4483,0.4434,8,238,7,1,0,"technical","high"
"0",0.409,0.829,9,192,7,0,0,"sales","low"
"0",0.7729,0.5789,13,203,6,0,0,"marketing","low"
"0",0.6722,0.3663,6,141,9,1,0,"IT","medium"
"0",0.2312,0.3401,12,231,9,0,0,"hr","medium"
"0",0.6212,0.5544,9,236,9,0,0,"sales","low"
"0",0.6606,0.4566,7,287,5,0,0,"support","low"
"0",0.395,0.7815,5,295,6,0,0,"product_mng","low"
"0",0.9094,0.8592,8,221,2,0,0,"support","medium"
"0",0.495,0.0856,4,192,5,0,0,"product_mng","high"
"0",0.5356,0.6341,7,258,8,0,0,"hr","high"
"0",0.8116,0.29,6,331,5,0,0,"support","medium"
"1",0.2688,0.3309,3,213,3,0,0,"sales","low"
"0",0.697,0.5879,8,257,5,0,1,"marketing","medium"
"0",0.4496,0.5836,10,239,8,1,0,"sales","low"
"0",0.6006,0.2338,7,218,2,1,0,"technical","medium"
"0",0.4851,0.2507,3,250,2,1,0,"RandD","medium"
"0",0.8194,0.5255,3,268,10,0,0,"technical","medium"
"1",0.5145,0.7096,7,329,9,0,0,"technical","medium"
"1",0.4037,0.4611,8,188,5,0,0,"technical","medium"
"0",0.9378,0.2809,7,195,7,0,0,"RandD","medium"
"1",0.6782,0.7581,12,322,8,0,0,"technical","low"
"0",0.5679,0.7785,9,253,6,0,0,"support","medium"
"0",0.7887,0.6254,9,253,7,1,0,"product_mng","medium"
"0",0.0637,0.7151,8,334,6,0,0,"support","low"
"1",0.3277,0.601,11,374,6,0,0,"product_mng","medium"
"1",0.4125,0.2458,8,185,6,0,0,"sales","low"
"0",0.5536,0.7599,8,311,5,0,0,"IT","high"
"0",0.3695,0.0873,5,204,7,0,1,"sales","medium"
"1",0.3089,0.6821,7,294,8,1,0,"support","low"
"1",0.6024,0.7515,7,278,5,0,0,"product_mng","medium"
"0",0.2932,0.7797,7,201,6,0,0,"hr","low"
"0",0.2815,0.5562,7,296,7,0,0,"hr","low"
"0",0.8637,0.4387,11,246,6,0,0,"sales","low"
"0",0.5763,0.6358,9,356,6,0,0,"sales","medium"
"0",0.3319,0.7529,9,279,6,0,0,"technical","medium"
"0",0.6484,0.5314,9,154,3,0,0,"support","medium"
"0",0.3497,0.5662,10,221,6,0,0,"IT","medium"
"1",0.376,0.3224,4,194,4,0,0,"sales","low"
"0",0.4387,0.5338,6,193,6,0,0,"technical","low"
"0",0.1568,0.3538,12,238,7,0,0,"product_mng","high"
"1",0.5021,0.275,6,159,7,0,0,"technical","medium"
"0",0.5522,0.4252,10,258,4,0,0,"sales","low"
"0",0.533,0.6163,9,202,4,0,0,"support","low"
"0",0.8991,0.8622,12,223,5,0,0,"sales","low"
"0",0.6205,0.2173,12,279,5,1,0,"support","high"
"1",0.5193,0.2074,4,230,3,0,0,"sales","low"
"1",0.6525,0.7967,5,300,8,0,0,"technical","low"
"0",0.5195,0.8028,8,295,7,0,0,"RandD","medium"
"1",0.5803,0.3461,5,192,3,0,0,"sales","medium"
"1",0.2854,0.4101,6,256,5,0,0,"IT","medium"
"0",0.4098,0.6188,6,240,3,0,0,"RandD","low"
"0",0.5543,0.266,10,256,3,0,0,"support","medium"
"0",0.7416,0.4627,6,266,4,0,0,"product_mng","medium"
"1",0.4641,0.1675,5,193,7,0,0,"sales","medium"
"0",0.301,0.5142,6,291,8,0,0,"technical","low"
"0",0.718,0.4092,6,271,6,0,0,"sales","low"
"1",0.269,0.3181,9,227,6,0,0,"sales","low"
"0",0.7991,0.7763,10,257,3,0,0,"technical","medium"
"0",0.7304,0.5862,7,323,2,0,0,"technical","medium"
"0",0.5304,0.1506,6,302,4,0,0,"technical","low"
"1",0.3077,0.2967,4,209,4,0,0,"RandD","high"
"1",0.107,0.4848,7,293,3,0,0,"marketing","low"
"0",0.9197,0.3247,4,268,5,0,0,"hr","medium"
"1",0.1253,0.8856,12,300,4,0,0,"RandD","low"
"0",0.6802,0.8142,11,354,7,0,0,"hr","low"
"1",0.6833,0.7192,9,242,9,1,0,"sales","medium"
"0",0.6674,0.1128,8,300,6,0,0,"sales","medium"
"0",0.697,0.6304,11,262,6,0,0,"technical","medium"
"0",0.6349,0.4246,9,227,6,0,0,"support","low"
"0",0.5119,0.4871,6,255,3,0,0,"sales","medium"
"0",0.6345,0.5501,11,160,7,0,0,"technical","medium"
"0",0.4687,0.3915,7,263,6,0,0,"product_mng","medium"
"0",0.5452,0.4101,8,255,6,0,0,"RandD","medium"
"0",0.6654,0.3716,7,233,7,0,0,"support","medium"
"0",0.7539,0.4184,8,224,6,1,0,"IT","medium"
"0",0.5355,0.7812,9,256,3,1,0,"product_mng","medium"
"1",0.5074,0.2861,10,240,5,0,0,"IT","low"
"0",0.4311,0.5595,8,280,4,0,0,"sales","low"
"0",0.4061,0.3793,10,187,6,0,0,"sales","medium"
"0",0.6937,0.4385,6,227,6,0,0,"product_mng","medium"
"0",0.5479,0.5457,9,310,4,0,0,"sales","medium"
"0",0.9014,0.5199,8,287,8,0,1,"sales","medium"
"0",0.2688,0.1669,9,294,4,0,0,"RandD","low"
"0",0.2808,0.503,7,301,7,0,0,"RandD","low"
"0",0.6467,0.7163,6,257,4,0,0,"IT","medium"
